15.33,15.86
15.33,15.86
15.33,15.86
15.33,16.13
15.33,16.58
15.33,16.31
15.33,15.51
15.33,15.51
15.33,16.58
15.33,15.95
15.33,15.95
15.33,16.13
15.33,15.86
15.33,14.88
15.33,16.04
15.33,16.94
15.33,15.42
15.33,15.15
15.33,15.95
15.42,15.95
15.51,17.12
15.51,17.47
15.51,18.01
15.60,18.01
15.69,18.90
15.77,18.81
15.86,19.70
15.95,31.76
16.13,21.03
16.22,16.58
16.40,11.97
16.58,22.99
16.76,22.63
17.03,24.06
17.29,24.33
17.56,22.81
17.83,24.60
18.18,23.97
18.54,26.67
18.90,27.40
19.25,28.22
19.61,28.50
19.96,30.73
20.41,30.07
20.76,30.54
21.21,30.82
21.56,13.07
22.01,32.62
22.36,33.00
22.81,33.58
23.34,27.58
23.61,35.15
24.06,37.56
24.51,34.75
24.87,36.95
25.31,36.35
25.77,38.39
26.13,39.01
26.58,39.54
26.94,40.18
27.40,40.60
27.86,29.70
28.22,41.69
28.68,43.82
29.14,44.28
29.51,36.45
29.98,29.42
30.35,44.85
30.82,45.68
31.29,48.23
31.76,46.15
32.24,49.37
32.72,47.49
33.10,48.23
33.58,48.49
33.97,49.25
34.56,49.50
34.95,49.37
35.45,51.21
35.84,51.21
36.35,53.13
36.75,52.43
37.15,54.12
37.56,53.55
38.08,54.41
38.49,55.29
39.01,55.29
39.43,55.29
39.86,57.10
40.28,56.95
40.71,56.80
41.14,57.73
41.69,58.36
42.13,58.69
42.46,59.34
43.02,85.16
43.14,51.89
43.59,60.85
43.93,60.68
44.39,61.54
44.85,62.78
45.32,62.96
45.68,62.96
46.15,63.32
46.63,64.25
47.00,66.79
47.37,65.59
47.86,65.99
48.23,67.40
48.61,65.99
49.12,66.99
49.50,67.19
49.89,67.81
50.28,67.81
50.81,67.60
51.21,67.60
51.75,67.60
52.16,67.81
52.43,66.99
52.85,66.38
53.13,66.38
