17.65,17.56
17.65,17.83
17.65,17.92
17.65,17.74
17.65,18.27
17.56,17.74
17.56,18.72
17.56,17.83
17.56,17.38
17.56,17.83
17.56,18.63
17.56,17.83
17.56,17.92
17.56,17.12
17.56,18.81
17.56,18.01
17.56,18.10
17.56,18.18
17.56,18.18
17.56,18.63
17.65,18.81
17.65,18.81
17.65,19.07
17.65,19.61
17.74,20.05
17.74,19.70
17.83,20.23
17.92,27.13
18.01,20.58
18.10,20.85
18.18,21.65
18.27,3.30
18.45,20.14
18.54,23.52
18.72,11.42
18.98,21.03
19.16,25.22
19.34,25.50
19.61,7.47
19.78,26.40
20.05,27.22
20.32,27.31
20.67,47.74
20.94,28.13
21.21,29.51
21.56,29.98
21.83,33.58
22.18,31.10
22.54,31.48
22.90,31.38
23.25,32.24
23.61,33.20
23.88,33.88
24.24,34.36
24.60,34.56
24.96,23.88
25.31,35.84
25.68,38.28
26.04,36.04
26.49,37.05
26.85,37.56
27.22,38.39
27.58,39.22
28.04,39.54
28.41,40.07
28.87,47.86
29.24,37.66
29.61,41.69
29.98,40.28
30.35,36.35
30.73,42.80
31.10,44.05
31.57,44.16
32.05,44.74
32.43,44.85
32.81,45.21
33.20,45.44
33.58,46.39
33.97,46.51
34.26,59.67
34.66,48.23
34.95,48.49
35.35,47.37
35.65,49.89
36.04,44.16
36.45,51.08
36.85,51.08
37.26,68.23
37.66,50.81
37.97,51.08
38.39,53.13
38.80,53.55
39.12,74.97
39.54,54.85
39.86,53.27
40.28,54.12
40.60,55.73
40.93,56.34
41.36,57.73
41.69,56.49
42.13,58.36
42.58,57.73
42.91,58.52
43.25,59.01
43.59,59.01
43.93,60.00
44.28,60.17
44.74,60.85
44.97,61.54
45.32,65.40
45.68,61.71
46.03,79.96
46.39,62.24
46.76,63.51
47.12,63.32
47.49,64.63
47.98,67.60
48.36,65.01
48.61,64.82
48.99,65.79
49.50,66.58
49.76,66.79
50.15,66.79
50.68,67.40
50.94,68.02
51.34,68.44
51.61,68.02
52.02,84.81
52.43,71.55
52.85,70.41
53.27,70.41
53.69,70.86
53.98,70.86
54.41,70.86
54.70,70.86
54.99,70.86
55.29,70.86
55.73,70.63
56.03,70.86
56.34,69.96
56.64,69.96
56.95,70.41
57.10,69.74
57.42,69.08
57.73,69.08
57.89,68.65
58.20,69.08
58.36,70.18
58.52,69.08
58.69,68.44
58.69,67.40
58.85,69.08
59.01,67.81
59.01,71.32
59.01,67.81
59.01,66.79
59.01,66.38
59.01,66.19
59.01,65.40
59.01,65.79
