129.51,30.82
128.14,30.82
128.14,30.73
129.51,30.54
129.51,30.63
130.94,30.63
130.94,30.73
130.94,30.73
129.51,30.63
129.51,30.54
129.51,30.63
129.51,30.63
128.14,30.63
126.83,30.54
125.57,30.54
124.35,30.44
123.17,30.44
122.04,30.63
122.04,30.54
120.94,30.54
120.94,30.44
123.17,30.35
122.04,30.44
120.94,30.35
119.88,30.44
117.86,30.44
117.86,30.26
116.89,30.35
115.95,30.35
115.95,30.35
115.95,30.26
115.95,30.26
115.95,30.35
115.95,30.26
115.04,30.26
115.95,30.16
115.95,30.26
115.04,30.26
115.04,30.16
115.04,30.16
115.04,30.16
114.16,30.16
113.29,30.26
113.29,30.16
112.45,30.16
113.29,30.07
113.29,30.07
114.16,30.07
115.04,30.16
115.95,30.07
115.95,29.98
115.95,30.07
116.89,29.98
117.86,29.98
118.85,29.98
118.85,29.98
120.94,29.88
122.04,29.88
123.17,29.88
123.17,29.98
123.17,29.88
123.17,29.88
124.35,29.79
125.57,29.79
126.83,29.79
128.14,29.98
128.14,29.88
126.83,29.79
128.14,29.70
129.51,29.79
130.94,29.79
130.94,29.70
130.94,29.70
